,date,gender,style,roll,yaw,pitch
5256,1790,M,Rococo,13.1439295,22.120258,-10.062374
5258,1862,M,Realism,1.5414243,0.5745387,-13.098581
5259,1672,M,Baroque,2.3580785,18.112621,-18.106459
5260,1892,F,Neoclassicism,-9.197821,-53.206505,1.6185229
5261,1618,F,Baroque,-4.209195,-21.225033,-8.650284
5262,1933,F,Art Deco,12.005142,23.061083,-7.900298
5264,1896,M,Impressionism,-1.5577772,13.442047,-4.7009816
5266,1648,M,Baroque,8.021757,19.54369,-5.6119585
5267,1782,M,Neoclassicism,-0.2000927,-26.465244,-1.6681224
5268,1809,F,Naïve Art (Primitivism),0.119336545,-20.901213,-6.333856
5269,1632,F,Baroque,0.28137684,1.1114736,-6.370802
5270,1611,M,Baroque,17.470104,17.75056,-10.330364
5271,1905,M,Realism,7.401063,21.989483,-17.438656
5272,1910,M,Impressionism,1.448383,17.574337,-8.579719
5274,1936,M,Expressionism,-6.1552773,-21.338648,-9.107963
5275,1468,M,Early Renaissance,2.5956168,-0.58444595,-7.7133117
5276,1623,F,Baroque,8.727291,23.047432,0.3054701
5277,1901,M,Pointillism,0.99221957,-0.40510607,-12.465671
5278,1910,F,Impressionism,12.148326,-6.931857,-14.381655
5279,1907,M,Impressionism,13.01629,19.457247,-4.1643476
5280,1877,F,Impressionism,2.2194598,9.815512,-12.302446
5281,1898,M,Realism,10.439951,4.3514986,-7.0736337
5282,1667,F,Baroque,12.359769,23.76543,-3.7202926
5283,1625,F,Baroque,2.4651794,10.381548,-18.910133
5284,1891,M,Realism,-1.7862812,19.999155,-6.420004
5285,1553,M,Mannerism (Late Renaissance),-9.990286,19.203905,-6.7394667
5286,1913,M,Impressionism,2.085942,-9.297588,-4.4263897
5287,1830,M,Romanticism,-3.6181154,2.4467711,-10.486829
5288,1902,F,Impressionism,-0.48895067,-3.8403685,-18.006748
5289,1913,F,American Realism,-3.729371,-16.947006,-20.358006
5290,1932,F,Expressionism,-8.3806095,29.356491,14.462071
5291,1602,M,Mannerism (Late Renaissance),12.914931,-34.77702,-9.870359
5292,1507,M,High Renaissance,-3.2690597,1.4468584,-10.7858715
5293,1737,M,Rococo,-3.014468,-2.8444462,-16.552917
5294,1851,M,Romanticism,-17.658058,26.61037,-8.144516
5295,1895,F,Art Nouveau (Modern),-5.2282324,-4.3933897,-0.09837866
5296,1891,M,Realism,16.528349,15.826754,-8.179925
5297,1786,M,Rococo,-1.7166612,23.139751,-15.196894
5298,1923,M,Neoclassicism,-2.231394,20.545773,-12.343163
5299,1915,F,Naïve Art (Primitivism),-5.25788,12.148634,-9.301467
5302,1630,M,Baroque,-1.2708653,-12.672136,-8.809399
5303,1482,M,Early Renaissance,11.384983,-6.559352,-8.38893
5304,1948,M,,7.5298624,14.312051,-3.0557652
5305,1917,M,Cubism,3.6912682,32.52206,-14.773185
5307,1542,M,Mannerism (Late Renaissance),5.7848577,63.848003,-0.69861126
5308,1894,M,Impressionism,-12.787081,54.93116,-18.384377
5309,1880,M,Impressionism,2.8376045,21.22412,-18.931719
5310,1881,F,Impressionism,-1.1624894,8.850758,-9.057132
5311,1660,M,Baroque,12.748373,-13.756569,-6.0290246
5315,1500,M,Northern Renaissance,2.1505182,14.42046,-17.362885
5318,1885,M,Realism,4.3574595,-6.9929466,-17.794693
5319,1872,F,Academicism,16.067142,13.408873,-4.7113976
5321,1923,F,American Realism,-10.160366,17.938156,-8.007469
5322,1852,M,Romanticism,2.3449721,-33.252052,-8.476152
5323,1892,F,Impressionism,-9.251818,6.44041,-6.8525357
5325,1656,M,Baroque,-18.837324,15.476366,-13.152316
5326,1880,M,Realism,3.9493163,17.46725,-3.7240422
5327,1898,M,Impressionism,3.9466474,27.80257,-5.1764135
5328,1884,F,Realism,6.1246843,-8.845065,-15.777339
5329,1996,M,Magic Realism,-4.068565,7.129492,-17.757778
5330,1883,M,Impressionism,5.552097,-1.1281195,-11.511
5331,1432,M,Northern Renaissance,0.88839215,17.017431,-10.063378
5332,1889,M,Impressionism,1.6716933,50.067696,-12.50139
5333,1640,M,Baroque,2.795194,-28.309036,-7.6932836
5334,1934,M,Surrealism,-10.418927,11.534594,6.6006675
5336,1891,M,Impressionism,-0.053982258,22.107231,-10.186984
5337,1804,M,Neoclassicism,6.9517517,-4.3606625,-23.374739
5338,1539,M,Northern Renaissance,12.108736,20.849726,-6.3364778
5339,1560,M,Mannerism (Late Renaissance),1.0113361,18.5115,-18.513784
5340,1921,F,Neoclassicism,0.23603952,-51.298836,3.0852625
5341,1878,M,Realism,7.617813,39.63627,-1.385408
5342,1432,M,Northern Renaissance,1.8975785,-28.72493,-5.782863
5343,1520,M,High Renaissance,10.070245,-36.26757,-23.963139
5344,1612,M,Baroque,14.402632,-44.856693,-19.837944
5346,1828,F,Romanticism,-0.11840737,-19.708036,-10.724352
5347,1875,M,Realism,-0.7186285,23.863089,-30.538433
5348,1908,M,Impressionism,-7.1143436,14.558921,-16.44324
5350,1897,M,Impressionism,20.41669,-65.45859,-19.188316
5351,1931,M,Expressionism,6.188448,-7.3559046,-4.72713
5352,1904,F,Post-Impressionism,2.6676264,-62.55133,-0.31482518
5353,1549,F,Mannerism (Late Renaissance),32.120575,-27.143993,-14.164596
5354,1907,M,Post-Impressionism,-2.4380946,-15.078902,-14.184302
5355,1623,F,Baroque,15.331014,-25.335167,-2.0078158
5356,1948,M,Expressionism,-8.202435,18.827042,-12.813332
5360,1852,M,Neo-Rococo,-13.76384,38.534256,-16.343853
5361,1904,F,Impressionism,7.821608,23.79185,-1.7907541
5362,1879,M,Verism,-2.7473984,8.679483,-5.970594
5363,1893,M,Impressionism,1.0706537,-6.8331428,-10.614643
5364,1923,F,Expressionism,5.322627,11.360749,-16.568165
5365,1616,M,Baroque,-14.299969,43.66978,-39.819237
5366,1762,F,Rococo,-6.968624,-0.10978961,-5.6076794
5367,1903,M,Pointillism,0.70171624,-41.064453,-0.22033143
5368,1895,M,Impressionism,3.6425254,-25.648859,-12.223185
5369,1616,M,Baroque,6.7309265,-13.916838,-9.484345
5370,1615,F,Baroque,-2.1856976,32.790947,-9.056076
5371,1919,M,Expressionism,2.1575234,31.878283,-8.695623
5373,1888,F,Impressionism,-9.717053,11.859137,-14.386043
5374,1963,M,Pop Art,-4.9707384,2.6094704,-8.13008
5375,1912,M,Impressionism,9.331812,-27.867277,-13.262126
5376,1582,F,Mannerism (Late Renaissance),3.643602,-41.30936,-4.389533
5377,1709,F,Rococo,7.419898,29.864918,-0.78211254
5379,1602,M,Mannerism (Late Renaissance),5.6796365,24.446108,-6.929737
5380,1616,F,Baroque,8.611077,30.793259,-0.7503228
5381,1613,M,Baroque,0.05888152,37.767147,-7.5263042
5382,1894,M,Realism,-2.2842386,17.81633,-9.716143
5383,1507,F,High Renaissance,12.467741,13.793788,0.273515
5384,1490,M,High Renaissance,4.243566,18.873285,-16.48806
5385,1985,F,Expressionism,0.53829217,36.974945,-36.011024
5386,1864,F,Neo-Rococo,-5.6871142,23.767437,-10.87364
5387,1650,F,Baroque,-6.9002123,-41.45981,-1.2325389
5388,1908,M,Expressionism,-0.5073539,10.771434,-11.522017
5389,1900,M,Realism,-11.010401,-6.182287,-13.379424
5390,1895,F,Impressionism,10.982855,3.7925072,-4.0325418
5391,1493,M,Northern Renaissance,-0.12170029,3.27242,-6.025159
5392,1914,F,Impressionism,0.53200585,8.309284,-6.369068
5393,1899,M,Pointillism,10.622617,-10.003435,-10.920499
5394,1656,F,Baroque,-4.756726,-11.61941,-13.889445
5395,1894,M,Impressionism,-6.48929,2.6778831,-14.546059
5396,1870,M,Realism,14.651175,24.594177,-2.454698
5397,1904,F,Post-Impressionism,-0.7499009,20.433226,-18.256458
5398,1888,M,Impressionism,4.992878,-11.550198,-12.461389
5399,1904,M,Realism,16.878426,20.213238,-8.407368
5401,1619,F,Baroque,6.5670695,5.0579324,-10.236424
5402,1895,M,Impressionism,-10.133491,43.292927,-6.28428
5403,1585,M,Mannerism (Late Renaissance),-0.5136814,34.655502,8.123438
5404,1546,M,Mannerism (Late Renaissance),4.429155,-33.846573,-12.585631
5405,1904,M,Realism,6.3095627,10.072526,-14.936677
5407,1880,M,Impressionism,2.7492929,-4.2014537,-19.051687
5408,1917,F,American Realism,-2.5351562,-41.86497,-0.9998716
5409,1891,M,Impressionism,-5.067974,-11.627192,-18.612614
5410,1896,F,Realism,4.111685,13.036664,0.3664385
5411,1912,M,Symbolism,-1.8452338,-14.453881,-11.550785
5412,1912,M,Impressionism,7.464271,-3.2633762,-13.397526
5413,1886,M,Realism,-2.2961903,15.698111,-7.72935
5415,1623,F,Tenebrism,-5.377171,63.24252,0.85612994
5416,1570,M,Mannerism (Late Renaissance),2.7501125,45.90728,1.1052519
5417,1910,M,Fauvism,-6.6173573,-45.49298,-5.150542
5418,1894,M,Impressionism,8.94697,37.951794,-8.211531
5419,1897,F,Realism,-5.6618843,-17.586685,1.3291847
5420,1665,M,Baroque,-9.598609,22.791922,-24.79665
5421,1908,F,Realism,14.454061,21.199205,-11.872978
5422,1907,M,American Realism,9.136658,-14.032487,-21.450546
5423,1607,M,Baroque,5.125646,5.0304747,-15.069157
5424,1920,F,Realism,9.78595,19.452642,-12.789834
5425,1627,M,Tenebrism,3.0950046,25.417074,-14.477215
5426,1625,M,Baroque,1.1221502,-16.23278,-5.921342
5427,1934,M,Impressionism,6.2385406,19.578217,-10.149316
5429,1909,M,Fauvism,0.42102396,21.799883,-9.516808
5431,1889,M,Realism,-1.8877298,-15.108711,-5.9678054
5432,1895,M,Impressionism,-2.3966317,12.59062,-7.4553137
5433,1950,F,Poster Art Realism,-25.041447,-9.320429,-30.28645
5434,1897,M,Realism,6.6632233,1.5045524,-7.7137594
5435,1917,M,Expressionism,-2.4437952,4.919394,-6.653137
5436,1908,M,Romanticism,-4.130126,-53.734177,13.319589
5437,1869,M,Realism,8.215479,-13.70591,-12.669066
5439,1905,M,,-1.1989937,22.947758,-3.343932
5440,1894,M,Impressionism,-8.518745,-55.331284,-2.037241
5442,1906,M,Realism,3.8084397,38.816612,-16.410551
5444,1575,M,Mannerism (Late Renaissance),4.7252994,-21.873285,-1.7388899
5445,1900,M,Art Nouveau (Modern),6.8134847,0.8715471,-15.653576
5446,1907,M,Post-Impressionism,15.501873,17.13633,-2.7238462
5447,1855,M,Romanticism,8.178837,14.452505,-14.251903
5448,1860,M,Realism,-3.5304117,3.810598,-15.00014
5449,1886,M,Realism,3.7507153,-23.505028,-11.09301
5451,1629,M,Baroque,10.742093,28.92927,-6.9307613
5452,1638,M,Baroque,3.3754077,14.62555,-13.465761
5453,1789,M,Rococo,-4.392926,11.415351,-8.157537
5454,1894,F,Impressionism,3.617594,1.0000494,-12.714972
5455,1899,M,Realism,17.16657,14.986938,-10.8466625
5456,1556,M,Mannerism (Late Renaissance),2.3303301,13.899391,-22.202547
5457,1892,M,Post-Impressionism,4.1011944,22.072731,-2.2694063
5458,1470,F,Early Renaissance,1.4401305,-10.62597,-11.706973
5459,1896,M,Expressionism,0.12236388,-3.2092495,-0.9736973
5460,1912,M,Fauvism,0.017025173,-13.051233,-10.8106165
5462,1873,M,Realism,-1.8490753,18.815737,-12.3503475
5463,1494,M,Northern Renaissance,12.629169,-13.476627,-17.272253
5465,1878,F,Realism,4.1457577,5.372701,-9.549242
5466,1914,M,Realism,18.07463,24.359697,-9.726307
5467,1875,M,Realism,5.283392,22.594875,-16.470772
5468,1637,M,Baroque,-1.8505297,-7.1287146,-12.3571005
5470,1916,M,Synthetic Cubism,0.151021,15.514655,-10.251376
5471,1889,M,Impressionism,-22.371883,23.714542,-24.317562
5472,1973,M,Expressionism,0.66602623,1.3698318,-4.442905
5473,1578,M,Mannerism (Late Renaissance),-4.8975577,-30.359976,-15.827771
5474,1478,M,Northern Renaissance,-2.0348845,-28.227207,1.087048
5476,1622,M,Baroque,1.1383909,19.614788,-3.5871105
5477,1919,M,Neoclassicism,12.1357155,-28.07271,-12.172535
5478,1618,M,Baroque,1.1901585,17.545952,-10.949844
5479,1560,F,Mannerism (Late Renaissance),18.911867,25.908838,-7.6605415
5483,1896,F,Realism,3.9256668,21.84945,-12.967294
5484,1635,M,Baroque,0.9646356,5.1839933,-0.03512931
5485,1914,F,Impressionism,14.506018,22.75672,-11.071182
5486,1879,M,Realism,2.302249,26.254879,-4.9139376
5488,1974,M,Expressionism,6.5190544,21.84602,2.5170262
5489,1458,M,Northern Renaissance,2.4938345,9.764715,-0.68309325
5490,1914,F,American Realism,-13.572483,-20.599375,-3.0545342
5491,1540,F,Northern Renaissance,5.4383736,1.2489481,-14.375952
5492,1625,M,Baroque,-3.5481167,13.11762,-14.212744
5495,1849,M,Academicism,-6.1170516,9.236818,-8.7061825
5496,1570,M,Mannerism (Late Renaissance),4.9580607,4.553923,-17.051517
5497,1880,M,Impressionism,-5.5663733,17.84811,-12.295725
5498,1890,M,Pointillism,0.2818718,32.305008,-5.9476776
5499,1835,M,Romanticism,-6.7289314,27.647848,-5.354444
5500,1913,M,American Realism,-5.5220976,11.330786,-7.6390944
5501,1510,M,Northern Renaissance,-3.8008432,2.5376318,-18.01707
5502,1479,M,Northern Renaissance,-4.4307766,18.567278,-9.484896
5503,1927,M,Expressionism,-1.5154574,-8.216424,-1.2846372
5505,1533,M,Northern Renaissance,-8.976345,0.99117804,-10.322662
5506,1915,F,Romanticism,-11.073861,-43.590492,-0.96635896
5507,1926,M,Impressionism,7.312992,-16.731825,-6.406303
5508,1499,M,High Renaissance,1.2417426,22.609886,-8.3519335
5509,1473,M,Early Renaissance,0.45247698,-1.4117846,-13.98872
5510,1911,M,Expressionism,15.255293,17.799824,-4.348747
5511,1875,F,Impressionism,4.8985925,7.266517,-13.42815
5512,1893,M,Impressionism,3.3418372,-54.395416,-1.6975762
5513,1917,F,Art Nouveau (Modern),-1.3808501,9.342004,-10.711266
5514,1941,M,Naïve Art (Primitivism),0.741797,-15.975326,-7.1640377
5515,1898,M,Impressionism,-0.9048784,32.320507,-6.2025604
5516,1951,M,Naïve Art (Primitivism),1.9929092,4.8909883,-9.637647
5518,1899,F,Romanticism,-0.29151225,-24.53075,-13.455181
5519,1908,M,Impressionism,-1.9387435,28.224655,3.5183825
5520,1986,M,Pop Art,-6.9440155,-2.4906974,-13.139457
5521,1590,M,Mannerism (Late Renaissance),6.197643,13.5963,-11.337354
5522,1867,F,Romanticism,0.79568505,17.56157,-8.416298
5523,1510,M,High Renaissance,-8.21764,11.746824,-22.645994
5524,1659,M,Baroque,6.718372,2.068463,-7.7132206
5525,1907,M,Impressionism,1.933293,11.348313,-17.052399
5526,1905,M,Post-Impressionism,13.483919,-52.989517,-12.374525
5527,1645,M,Baroque,5.7204814,16.292437,-12.608768
5528,1907,M,Impressionism,-3.5962327,-25.545544,-5.7345853
5529,1627,M,Baroque,3.0046735,18.7874,5.7209396
5530,1895,M,Romanticism,2.1759448,17.609514,-6.9799485
5531,1561,M,Mannerism (Late Renaissance),-14.170783,-0.59054554,-16.191914
5532,1956,M,Expressionism,2.644572,17.053616,-4.7073283
5533,1988,F,Expressionism,-0.8656945,-11.645341,-4.490289
5534,1910,F,Fauvism,11.39899,21.954563,-10.686135
5535,1987,M,Expressionism,-4.6579,29.833073,-10.243614
5536,1926,M,Neoclassicism,-10.278447,55.310204,-6.420562
5537,1892,M,Romanticism,-0.60627866,37.680088,-12.0832405
5538,1814,M,Romanticism,-1.2445407,-11.085556,-9.494939
5539,1507,M,Northern Renaissance,14.874962,17.243864,-6.2251706
5540,1905,F,Impressionism,10.0276575,12.482145,-13.135541
5541,1919,M,Art Nouveau (Modern),0.8654108,-40.185383,-15.789203
5542,1832,M,Romanticism,-4.4827757,0.4490521,-11.055376
5543,1785,M,Rococo,7.8478174,10.903938,-9.133475
5546,1903,M,Realism,-6.207921,33.787186,-24.324137
5547,1891,M,Pointillism,5.8488207,13.946884,-4.556176
5548,1670,M,Baroque,-16.07248,-20.965275,14.77194
5549,1870,M,Romanticism,14.721817,-28.936138,-12.698814
5550,1530,M,Northern Renaissance,-26.02557,24.033195,-12.053102
5551,1773,F,Rococo,0.026035786,16.729124,-4.244921
5552,1781,M,Rococo,-1.4906899,-14.568642,-8.371414
5553,1550,M,Mannerism (Late Renaissance),3.75409,-20.96608,0.68674135
5554,1910,M,Realism,29.709425,-67.98752,-22.82021
5555,1545,M,Mannerism (Late Renaissance),-1.905413,-10.735474,-11.970211
5556,1935,M,Regionalism,0.8889775,1.2973809,-8.437148
5557,1889,M,Impressionism,9.706237,17.527065,-5.7767053
5558,1874,M,Romanticism,2.921159,9.064889,-12.275549
5560,1907,F,Impressionism,16.489586,21.978561,-11.610134
5561,1797,M,Romanticism,10.145157,8.813698,-12.054199
5563,1774,M,Rococo,-16.144735,27.479673,-10.2399845
5564,1882,M,Realism,15.341923,-20.750427,-10.7865505
5565,1909,M,Impressionism,1.0010905,22.918798,-13.178097
5566,1878,M,Realism,-1.1103762,39.32193,-11.511406
5567,1922,M,Neoclassicism,5.5743666,14.769592,-11.001671
5570,1908,M,Expressionism,13.663016,22.96666,-8.308594
5572,1877,M,Realism,4.2650776,-7.2254877,-14.443631
5573,1895,M,Symbolism,8.376139,17.394735,-11.818417
5575,1898,M,Impressionism,-1.9969864,18.505205,-10.449265
5576,1560,M,Mannerism (Late Renaissance),9.769049,26.252615,2.5676513
5578,1776,F,Rococo,-8.32497,3.6155896,-7.1664658
5579,1885,M,Realism,-8.218227,17.111668,-6.8465166
5580,1624,M,Baroque,6.684215,-5.250829,-16.433212
5582,1915,M,Cubism,5.083183,42.38511,-13.040784
5583,1882,M,Academicism,-4.1607614,65.75354,10.289352
5584,1917,F,American Realism,2.079687,-28.791588,-4.0672183
5585,1921,F,American Realism,-2.345718,20.16425,-16.34049
5586,1945,F,Realism,-1.5153543,-13.636616,-17.094286
5587,1898,M,Impressionism,-0.80637926,32.68947,-11.671184
5589,1893,M,Realism,-10.19304,-11.627508,-23.940195
5591,1869,M,Realism,-0.97579324,33.59992,-10.758629
5592,1812,M,Romanticism,-11.680992,30.645317,-6.9000187
5593,1828,M,Romanticism,-5.9058332,20.896202,-1.1720874
5594,1906,M,Art Nouveau (Modern),1.103253,0.9663658,-5.6142416
5595,1834,F,Romanticism,5.9805875,-10.542686,-11.266033
5596,1533,M,Northern Renaissance,-0.78231865,-16.976377,-7.817237
5597,1881,M,Realism,-2.4347486,-7.756115,-9.573245
5598,1449,M,Northern Renaissance,7.6809325,11.01297,-1.4083055
5599,1561,M,Mannerism (Late Renaissance),-17.341135,-11.567088,-11.347042
5600,1909,M,Impressionism,-10.509993,-34.32795,5.1563225
5601,1888,M,Realism,-8.630343,29.583717,1.5129653
5603,1881,F,Impressionism,-0.7892606,17.93356,-7.32659
5604,1550,F,Mannerism (Late Renaissance),33.529648,-23.404564,-14.1936455
5606,1899,F,Impressionism,0.5030861,-12.585879,-0.8872817
5607,1607,M,Mannerism (Late Renaissance),-2.0381913,-55.606995,15.144072
5608,1650,F,Baroque,2.944117,12.412189,-14.611687
5609,1904,M,Symbolism,-4.4019446,-43.275475,-2.9315286
5610,1640,M,Tenebrism,3.4047494,-29.046726,-15.921713
5611,1882,M,Impressionism,1.5760865,-15.554813,-7.0651336
5613,1868,M,Impressionism,-5.7572083,-22.220629,2.3056731
5614,1901,M,Impressionism,-4.435033,20.479181,-6.96924
5615,1895,M,Impressionism,6.0605774,51.16828,-13.338666
5616,1561,M,Mannerism (Late Renaissance),3.6870394,5.3373966,-17.020802
5617,1936,F,Post-Impressionism,0.9817319,18.32725,-4.311968
5618,1832,F,Romanticism,11.293274,-27.029657,-8.323895
5619,1610,F,Baroque,-13.321684,-18.21686,7.6248093
5620,1939,M,Realism,0.70796263,43.31237,-4.098588
5621,1787,F,Neoclassicism,-3.444068,-14.959557,-14.153237
5622,1918,F,Impressionism,9.526621,22.012623,-3.4204235
5624,1920,M,Impressionism,0.71908987,14.035002,-9.278314
5625,1880,M,Realism,9.736292,14.676384,0.51176083
5626,1895,M,Symbolism,4.7010217,10.070761,-13.205545
5627,1836,M,Romanticism,-4.2423325,-38.164238,-0.07371378
5628,1869,M,Impressionism,-10.728166,-19.71465,-16.04571
5630,1910,M,Realism,5.8893175,13.227369,-17.371635
5631,1895,M,Impressionism,-24.131733,-40.887802,4.577405
5632,1890,M,Impressionism,-0.55264044,5.421975,-14.137039
5633,1864,M,Realism,13.441226,25.384752,-6.388692
5634,1485,M,Early Renaissance,3.2161133,24.67527,-7.573165
5635,1656,M,Baroque,-8.434622,-40.856693,-17.681768
5637,1924,M,American Realism,11.010354,20.455757,-6.949257
5638,1650,M,Baroque,0.7396033,13.399799,-12.310648
5639,1917,F,American Realism,-3.8745775,-22.023258,-10.871398
5640,1911,M,Impressionism,-4.6793118,68.07613,-7.1313086
5642,1944,M,Surrealism,13.397014,1.517554,-10.71636
5643,1798,M,Romanticism,12.784466,19.28599,-11.744091
5645,1892,F,Romanticism,12.191632,-17.37651,6.0568614
5646,1675,F,Baroque,2.7101007,-8.581013,-10.454976
5647,1818,F,Romanticism,-0.26317403,-22.825817,-6.9967747
5648,1603,M,Baroque,0.55935806,-27.806719,-16.94927
5649,1804,M,Romanticism,-2.2580614,-16.059038,-3.5270324
5650,1913,F,Expressionism,0.7166538,-13.770036,-2.2664497
5651,1879,M,Realism,-5.7772727,15.773582,-11.054412
5652,1785,M,Rococo,7.0302887,-43.921516,-0.39744532
5653,1844,F,Neoclassicism,-1.0406559,-16.79333,-4.1010904
5654,1907,M,American Realism,6.5017133,16.874681,-24.29212
5655,1908,M,Romanticism,15.351657,-35.117397,-10.396031
5656,1575,M,Mannerism (Late Renaissance),-2.6483738,-43.055214,-7.988225
5657,1928,F,American Realism,4.044176,22.514248,-13.613434
5658,1806,M,Romanticism,-4.438014,3.6625743,-9.821803
5659,1656,F,Baroque,-3.172771,16.853558,-7.7783017
5660,1909,M,Japonism,1.4145651,-23.37505,-17.428047
5661,1918,M,Expressionism,8.5415945,16.427057,-15.146481
5663,1890,M,Impressionism,-16.216654,38.49772,-13.761398
5664,1923,M,Cubism,2.637779,-2.8544607,-23.31532
5665,1890,M,Realism,-8.926158,24.34967,-10.05066
5666,1450,M,Early Renaissance,-5.4515543,73.6841,-8.171143
5667,1903,M,Impressionism,2.3507454,8.863647,-3.8147182
5668,1902,M,Realism,7.1149073,25.502983,-3.0340755
5670,1904,M,Expressionism,5.1417923,-13.679064,-9.289379
5671,1834,F,Romanticism,-2.319173,1.8168278,-4.860657
5672,1565,M,Mannerism (Late Renaissance),14.675295,22.32565,-8.548404
5673,1885,M,Post-Impressionism,0.88922834,18.337412,-16.1891
5674,1882,M,Realism,6.2343707,-14.523185,-8.22661
5675,1888,M,Realism,3.3699472,10.964615,-11.739793
5676,1550,M,Mannerism (Late Renaissance),-1.4956498,26.757534,-2.173303
5677,1810,F,Romanticism,0.021117106,-27.4837,-5.1236553
5678,1953,M,Cubism,9.450856,18.039455,-5.614562
5679,1764,F,Neoclassicism,-2.9239717,-22.77198,-1.1758163
5680,1917,M,Expressionism,6.3103237,18.551605,-14.681639
5681,1620,M,Baroque,5.8304935,-41.56436,2.4628215
5682,1766,M,Rococo,5.910042,-30.82618,-13.265064
5683,1905,M,Realism,5.802294,29.412489,2.6634884
5684,1672,M,Baroque,-3.976066,-39.193558,-8.564262
5685,1578,M,Mannerism (Late Renaissance),5.47648,40.90104,2.5194936
5686,1797,M,Romanticism,1.8793249,12.840816,-3.6338089
5687,1795,M,Rococo,2.7397237,-29.481007,-8.472582
5688,1876,M,Impressionism,-0.76321846,-27.839863,-0.5439224
5689,1830,M,Realism,-2.591214,-40.451782,-9.630441
5690,1740,F,Rococo,2.0190945,-4.1617246,-4.131408
5691,1460,M,Early Renaissance,7.1122503,19.011131,-3.2182984
5692,1933,M,Expressionism,8.578178,25.405262,-1.5133688
5693,1816,M,Neoclassicism,4.5361066,25.555248,-19.425262
5694,1908,M,Post-Impressionism,-0.8123855,8.1963,-6.98128
5695,1499,F,Northern Renaissance,-27.037634,18.632671,-15.673285
5696,1883,M,Realism,-0.56972355,17.432476,-7.6797304
5697,1885,M,Impressionism,5.150991,9.635967,-7.6406727
5698,1450,M,Early Renaissance,13.256863,-20.480446,-17.619114
5699,1884,M,Art Nouveau (Modern),-1.113442,5.570113,-7.9923434
5700,1590,M,Mannerism (Late Renaissance),3.7105184,-18.229946,-12.96842
5701,1785,M,Rococo,-18.177568,39.243385,-12.929215
5703,1626,M,Baroque,-5.1512923,-41.268974,-1.154118
5704,1909,F,Realism,7.457739,-9.512147,-0.3726449
5707,1933,M,Expressionism,6.9131126,-4.836979,-10.927651
5708,1895,M,Impressionism,9.459204,18.065975,-6.46453
5710,1929,M,Socialist Realism,4.2193613,-13.694487,-10.336477
5711,1870,M,Realism,7.9472895,-49.331306,-14.05913
5713,1578,M,Mannerism (Late Renaissance),-14.574524,-27.354465,-1.5812544
5715,1888,F,Realism,16.62331,18.79741,-5.356583
5716,1433,M,Early Renaissance,3.1173787,26.904793,-4.842436
5717,1914,M,Impressionism,-0.7499548,-19.064762,-11.416819
5718,1553,M,Mannerism (Late Renaissance),-8.766056,-33.985806,-4.4442816
5719,1910,M,Impressionism,3.7810032,4.920798,-15.087435
5720,1895,M,Impressionism,10.847603,-30.126186,-9.768079
5721,1661,F,Baroque,-1.9835205,-18.662512,-11.106314
5722,1618,M,Baroque,12.453962,10.3132515,-4.1684256
5723,1627,M,Baroque,1.0065508,22.84391,-6.4089584
5725,1817,M,Rococo,-3.208628,9.842302,-7.9158115
5726,1836,F,Romanticism,-6.1615686,-15.784882,-5.360383
5727,1882,F,Realism,-0.18867242,18.012009,-18.621801
5728,1893,M,Impressionism,5.5983973,-1.5903134,-2.799162
5729,1855,M,Realism,11.766895,13.373516,5.3705997
5730,1887,M,Impressionism,-12.183737,39.70556,-1.1667713
5731,1880,M,Symbolism,-1.1028383,6.2820215,-7.5796432
5733,1908,F,,0.4741032,-21.118275,-13.31921
5734,1901,M,Impressionism,-1.9805869,-8.744252,-3.4093838
5735,1567,F,Mannerism (Late Renaissance),-0.48086712,16.062765,-20.46793
5736,1532,M,Northern Renaissance,2.454527,-40.510914,-6.2382956
5737,1891,M,Realism,12.60409,7.477117,-13.086279
5738,1907,M,Realism,2.1882849,13.245837,-18.603897
5739,1925,M,Expressionism,11.820888,16.337006,-3.1344085
5741,1906,M,Symbolism,9.916862,-7.467829,-17.520073
5742,1882,M,Realism,5.9221325,-28.971935,-19.686077
5743,1885,M,Neoclassicism,3.5607066,-0.6817579,-4.6276994
5744,1425,M,Early Renaissance,9.798199,16.203405,-11.470659
5745,1904,F,Impressionism,9.435032,28.018463,-10.108899
5747,1937,M,Regionalism,5.84286,66.05256,-20.64061
5748,1928,F,American Realism,2.3698668,22.247627,-6.932153
5749,1520,F,High Renaissance,-6.971369,-34.177994,-2.397234
5750,1988,M,Expressionism,-15.136848,48.9228,-12.796018
5751,1905,M,Expressionism,3.9113925,16.810284,-19.682468
5752,1650,M,Baroque,-3.7371414,29.104168,1.1811078
5753,1618,M,Baroque,-0.4695663,7.783019,-7.3981686
5754,1500,M,High Renaissance,14.804216,-4.6622906,-24.6639
5755,1916,M,Romanticism,8.952192,38.604675,-8.59162
5757,1485,M,Early Renaissance,2.937646,13.888391,-3.6509848
5758,1634,F,Baroque,-3.6825023,-12.29183,-8.746792
5760,1792,F,Rococo,4.117532,18.445944,-12.828552
5761,1885,M,Post-Impressionism,-7.0957203,-47.73545,6.4023223
5762,1879,F,Realism,-9.738764,9.412854,-8.275704
5763,1612,M,Mannerism (Late Renaissance),-0.5917239,16.739069,-7.927207
5765,1915,M,Impressionism,5.907516,8.980078,-14.12555
5766,1905,M,Post-Impressionism,5.706542,-5.0622272,-8.370724
