filename,yaw,pitch,roll,gender
88814.jpg,11.965066,-8.818055,11.140571,M
22695.jpg,18.937004,-6.1928396,3.1531246,F
29430.jpg,-7.2194953,-12.840441,1.3370271,F
26139.jpg,24.665668,-12.553139,10.86672,M
15694.jpg,25.690025,-15.482554,2.2813156,M
93214.jpg,-37.727116,-7.283179,-8.520584,F
9581.jpg,-18.940384,-21.656464,-12.72773,F
94268.jpg,-0.78536344,16.981983,-6.384923,F
73404.jpg,-10.294014,-7.6160526,0.9121032,M
98841.jpg,24.970842,-8.742077,0.6443827,M
88763.jpg,-11.016211,-14.795477,4.248845,M
42543.jpg,26.45306,-11.759338,-1.242496,M
102629.jpg,18.971222,-3.9491053,0.70278907,M
40304.jpg,3.0547154,-8.51661,3.7860947,M
90856.jpg,-47.39795,-6.0812154,4.439684,M
32714.jpg,-2.5852444,-6.586552,5.9413176,M
44027.jpg,-46.641342,-12.770454,20.828415,M
26088.jpg,-22.65268,-4.1895103,-7.3525586,F
41821.jpg,-23.260986,-10.173573,-1.499183,M
26255.jpg,21.651106,-7.288896,6.125266,M
46706.jpg,35.02438,0.09722108,-8.410948,F
20391.jpg,2.5868223,-25.04961,-8.48705,F
7109.jpg,-26.246288,-5.1652613,-0.7890225,F
59009.jpg,-27.689392,-5.9987063,0.9529557,M
49994.jpg,-23.455055,-18.054188,10.224022,M
82737.jpg,-17.9877,-12.44563,-3.1315763,M
59942.jpg,5.907807,-13.366062,-3.4110818,M
997.jpg,-26.189075,0.4581477,-10.700011,M
12247.jpg,-34.50685,-6.201229,3.9072583,M
17495.jpg,16.588089,-6.744631,10.499483,M
62060.jpg,19.329708,-15.316185,0.9518559,M
40428.jpg,11.04163,-17.167164,-3.4363022,M
79154.jpg,25.126202,-1.8781333,13.482648,M
10461.jpg,21.10432,-22.050377,7.3267603,M
77127.jpg,-14.619291,-22.011953,19.747196,M
78585.jpg,-45.626816,4.21393,3.255607,M
21260.jpg,-1.1955644,-6.945283,3.2807257,M
89433.jpg,13.867678,-9.885296,-3.8503404,M
67455.jpg,26.447493,-4.313516,4.8613086,M
15161.jpg,18.10198,-6.71391,-3.9646394,M
78750.jpg,28.509178,1.7978709,-5.4739,M
59939.jpg,-11.769604,3.095206,4.687779,M
47942.jpg,12.969095,-13.674937,5.090037,M
34533.jpg,3.31464,-0.57542735,-1.5661972,F
96864.jpg,5.3547955,-11.143631,-5.983162,F
84394.jpg,23.007145,-1.2192307,8.012438,M
35752.jpg,25.874844,-13.312101,0.99500793,F
62792.jpg,5.339741,-8.532709,2.84361,M
75016.jpg,15.061396,2.9987233,7.4954066,M
67351.jpg,4.844472,-9.511904,3.255436,M
30721.jpg,-37.425865,-14.456388,9.5182085,F
82429.jpg,12.595548,-12.103398,5.767887,F
87652.jpg,19.0844,-6.075096,12.532946,M
74312.jpg,16.842733,-15.1851635,2.250231,M
93389.jpg,-6.8332596,-19.534824,11.301054,M
5660.jpg,-6.341098,-11.4685,3.3764882,M
95261.jpg,-20.576315,-14.364879,6.73518,F
60137.jpg,29.515362,-1.1566639,11.623856,M
81559.jpg,10.00391,-19.21316,13.828303,F
8913.jpg,1.0648601,-7.828625,9.624643,M
69184.jpg,37.52034,-5.3534966,-3.344632,M
37794.jpg,-31.188976,-4.55094,0.28775078,M
7004.jpg,35.693794,-0.33779383,11.029068,M
66263.jpg,37.52034,-5.3534966,-3.344632,M
12727.jpg,65.29102,-4.012759,-0.845508,M
37976.jpg,21.996147,-15.75292,-0.19845974,M
23710.jpg,-25.038162,-9.278383,-4.2965937,F
21529.jpg,5.3988333,-20.156479,0.7584902,F
88380.jpg,9.233486,-17.990356,-5.83332,M
13639.jpg,14.8094425,-5.623536,-4.464006,M
82991.jpg,13.50985,-5.0305986,-1.7012748,M
102861.jpg,16.449125,-8.468548,-0.23958495,F
39663.jpg,20.547285,-14.809533,6.379834,M
69061.jpg,-28.666592,-3.245358,-4.5331817,F
7519.jpg,13.925482,-11.541891,12.58662,M
97443.jpg,18.581478,-13.068006,-3.541445,M
50514.jpg,-7.397999,-13.05376,6.945566,M
17857.jpg,22.064617,-3.6651168,-7.670273,M
47882.jpg,-27.542122,-9.247486,6.0394955,M
54498.jpg,-19.849016,-7.35163,-0.46688676,M
20518.jpg,-25.223679,6.245943,11.264898,M
4651.jpg,-41.25135,13.414799,-6.4615865,M
51682.jpg,-19.672123,-14.397331,13.067629,M
388.jpg,-25.337608,-25.751953,4.508546,M
67025.jpg,4.5274224,-5.325805,-7.201961,M
92565.jpg,26.260267,-22.946095,3.8990712,M
83775.jpg,51.990818,-15.33733,-20.607819,M
46023.jpg,0.34619617,-10.645887,-13.581701,M
100385.jpg,10.826697,-15.45648,-20.908394,F
49699.jpg,24.692106,-18.877861,-1.6984036,M
53109.jpg,-41.842354,-11.497955,1.8239524,M
78278.jpg,-4.35781,-12.916314,21.530022,M
8067.jpg,27.867489,-11.001938,-6.4675097,M
68077.jpg,41.897022,-12.18732,7.2926016,M
27698.jpg,4.265172,-1.3542447,-0.04337895,F
73914.jpg,-17.504684,-6.8908944,-5.038562,M
99830.jpg,-11.413778,-1.446562,-13.101752,F
58808.jpg,-10.22659,-15.073133,0.024534047,F
16214.jpg,28.150276,-7.156702,-11.396875,M
99187.jpg,-30.986683,-6.546526,0.86313885,F
5012.jpg,-24.676258,-5.212801,-3.1157606,F
99403.jpg,-13.875082,-23.525402,-6.731459,M
29679.jpg,-3.8469687,-3.6810017,5.435439,F
18506.jpg,22.281437,-14.41979,7.3748636,F
68140.jpg,3.1760309,-2.1065836,2.4364696,M
87534.jpg,19.943148,-20.952494,13.875062,F
68531.jpg,-10.868865,-11.652032,1.740953,F
28532.jpg,-17.98386,-23.962248,-3.3514748,M
60682.jpg,2.227122,-13.131542,-20.826736,M
37891.jpg,-42.965233,-2.6166306,0.36723506,M
55162.jpg,19.6196,-16.724575,-0.17006898,M
31890.jpg,15.963605,-6.9405193,14.668369,F
34054.jpg,14.148794,-13.300423,5.366333,F
25866.jpg,-17.479733,3.9372497,-12.916825,F
13503.jpg,-31.051119,-10.5632515,-0.054366827,M
40112.jpg,-20.47873,-17.825397,2.6648772,M
51532.jpg,17.554626,-8.6164055,15.871006,M
54840.jpg,18.505116,-7.5404224,5.0418925,M
38327.jpg,-29.426298,-18.144053,-4.0194383,M
99453.jpg,-20.99924,-8.586914,-0.26351666,M
79982.jpg,11.608406,-8.307735,-7.8065295,F
85529.jpg,8.301791,-17.996803,-0.46039963,M
30618.jpg,-12.827318,-12.158338,-9.027213,F
87978.jpg,-22.769602,-17.537224,-3.5230637,M
100821.jpg,-10.077831,-14.718141,8.879713,M
28629.jpg,-1.149466,-17.955086,-14.328606,M
15487.jpg,-11.142759,-12.124627,-0.18660843,M
15917.jpg,2.0130897,-9.86405,3.3006155,M
18838.jpg,18.749142,-1.8307929,-4.7559853,M
94177.jpg,-34.26705,3.1283011,-1.1398486,M
15219.jpg,-30.24894,-17.70648,5.0342627,M
57895.jpg,-17.257914,-12.841464,-2.0221326,M
55683.jpg,-22.378275,-12.119444,6.7497673,M
61.jpg,12.238075,-9.52623,6.0159426,F
70411.jpg,-4.64972,-6.9334164,2.2144432,M
4723.jpg,19.237406,-7.1175256,2.0747206,M
2011.jpg,10.945892,-1.8353361,-5.2674456,M
102540.jpg,-18.648476,-13.189619,0.91603494,M
22925.jpg,-13.360827,-21.221596,13.077728,F
7245.jpg,9.473819,-9.656146,3.7677886,M
42672.jpg,-20.567472,-5.018283,0.241841,M
96375.jpg,23.05085,-1.6034617,1.0273732,M
57317.jpg,16.954575,-6.0075364,-23.78766,M
36098.jpg,-18.971611,-8.36142,-4.6806116,M
88810.jpg,-53.647457,-1.5202835,0.14930409,M
30857.jpg,-12.353887,-7.908655,5.217535,M
8558.jpg,2.507213,-6.534776,2.94536,M
79469.jpg,22.360516,-0.23439455,0.9220902,M
71703.jpg,-9.826792,3.075611,-11.078672,M
10407.jpg,-24.436066,-7.5729876,-3.706585,M
65008.jpg,22.76883,-6.8871183,4.5828404,M
82224.jpg,8.741045,-13.83786,1.5831236,F
24956.jpg,31.133186,5.3548,-1.0941731,F
1558.jpg,28.024107,-9.552477,8.489086,M
828.jpg,22.001379,-18.837084,-0.6581359,M
44325.jpg,34.9215,-8.739578,-2.1526713,M
50798.jpg,43.1858,-12.473652,-3.9018257,M
44827.jpg,-16.379036,-8.102339,-10.418449,M
74330.jpg,-17.433792,-7.645048,5.3316693,M
62499.jpg,-8.081041,-5.713345,1.5499003,M
92642.jpg,15.022973,-5.738226,9.611068,M
36281.jpg,13.423927,-22.41834,-0.12475872,F
40669.jpg,9.10764,-6.9949427,-4.4428096,M
9326.jpg,-37.337727,-19.421839,2.2389317,M
30948.jpg,28.50044,-9.2579975,-8.6021,M
55623.jpg,-32.90526,-9.458736,1.2666796,M
78556.jpg,21.369751,0.84164816,-0.46488866,M
26957.jpg,16.288998,-14.991192,-9.873554,M
49434.jpg,16.837147,-11.958153,-3.2792532,M
3260.jpg,-36.464924,-3.0836124,-5.649245,M
44169.jpg,-3.831184,-14.371685,-16.710125,M
4962.jpg,4.1940804,-19.146664,1.7334082,F
28802.jpg,3.9518926,-4.0329194,3.362514,F
96503.jpg,-38.230556,-5.2459903,8.327997,F
78978.jpg,-24.270905,-2.3800042,2.9501865,M
67620.jpg,17.211384,-9.211859,11.392763,M
9372.jpg,15.0998,-6.5246115,4.2714396,M
63135.jpg,7.640392,-15.455395,-4.79541,M
92930.jpg,-39.68358,-8.024412,4.1270647,M
19245.jpg,-22.232689,-14.9830475,-1.3424076,M
46506.jpg,23.8876,-5.519853,1.2847743,M
30429.jpg,-20.440985,-2.6574826,-5.230338,M
56899.jpg,-7.147945,-6.746109,1.0053886,F
27732.jpg,19.599941,-4.275643,9.296458,M
42157.jpg,-27.013004,-8.186874,4.2861843,M
18510.jpg,-24.882904,-7.0978174,9.928225,M
35180.jpg,32.532703,6.867229,4.226534,M
20873.jpg,14.212558,-5.0746717,12.321453,M
92193.jpg,15.236818,-4.0268717,1.1920581,M
20168.jpg,13.580507,19.054474,3.0426133,M
8727.jpg,14.758493,-8.092844,11.801453,M
43985.jpg,7.8959637,-10.742876,1.401195,F
33469.jpg,8.774316,-3.179383,-16.829927,F
85109.jpg,21.583181,-20.316525,5.958239,M
39714.jpg,-23.548231,-20.215466,-0.33094826,M
100578.jpg,-4.5575824,-8.384481,8.944244,F
16498.jpg,18.699282,-19.557316,-18.011307,M
77630.jpg,-31.46149,-22.71247,15.267401,M
55588.jpg,-27.209587,-2.0255973,3.703673,M
71305.jpg,3.4651985,-9.722757,1.4601625,F
59325.jpg,-13.818088,-9.650442,1.3213621,M
67341.jpg,12.08196,-24.491537,1.1386214,F
64223.jpg,-21.818865,-3.4003074,2.3694978,M
26652.jpg,-10.52533,-7.6078396,6.603796,M
73074.jpg,28.970036,-2.4102278,-2.745335,M
99316.jpg,-42.65548,-11.41818,6.770918,M
90991.jpg,3.8856637,-4.201297,-4.066455,M
91998.jpg,32.074913,-9.088709,0.1986258,M
26602.jpg,-23.961271,-14.455711,-1.5836382,M
98368.jpg,-8.801676,-7.48102,-5.2594485,M
24777.jpg,15.031307,-5.8461747,0.9683723,M
19897.jpg,-39.70059,-13.388708,-3.8519096,F
61159.jpg,12.756453,-18.684177,-21.028446,M
14835.jpg,26.127647,-11.003679,-20.196774,M
30530.jpg,-18.167206,-5.499737,0.78139555,M
100073.jpg,-33.13915,-1.8517035,2.3020194,M
57059.jpg,-34.752148,-17.056438,9.783953,M
97665.jpg,-4.902604,-18.469755,-17.66621,M
53608.jpg,-8.925704,-16.356014,-0.10286093,M
85847.jpg,-44.39997,-11.350695,10.639497,M
83141.jpg,21.57751,-6.3229394,3.2485166,M
87610.jpg,-0.2629733,-7.735917,7.1635427,F
45171.jpg,18.706161,-7.2983,16.19847,F
27468.jpg,17.003603,-14.49123,7.784754,M
47602.jpg,-27.04329,0.5717245,-3.9837987,M
16360.jpg,-26.826744,-6.74935,1.9486657,M
76518.jpg,40.184914,-10.326721,1.5926138,M
79591.jpg,-3.3759685,-8.62703,-1.9687042,M
1977.jpg,-2.7519855,-11.674114,-4.2643237,M
50333.jpg,23.24701,-8.563895,-11.720409,M
101866.jpg,16.721643,-13.009887,-2.8030405,F
72437.jpg,6.094269,-11.813652,-9.975301,F
51230.jpg,-7.80153,-15.427055,8.400768,M
64856.jpg,32.25865,-14.381871,-22.368801,M
1052.jpg,0.97860456,-2.6962633,-5.0287952,M
84298.jpg,19.607744,-0.7647264,-0.40595007,M
5493.jpg,31.183342,-16.406078,-19.645035,M
5760.jpg,13.258402,-10.952045,-25.38311,M
13912.jpg,-6.4430537,-11.350982,5.5759244,M
27851.jpg,-26.185802,-8.234495,0.66824365,M
33738.jpg,-42.773388,-11.663064,-4.9270577,M
86315.jpg,8.857005,-16.048481,-5.140747,M
103042.jpg,-16.679651,-1.1369339,-6.1691513,M
87726.jpg,-23.728512,-8.405727,0.4946475,M
98427.jpg,-1.4066035,-18.02473,-0.9986193,M
30758.jpg,1.3184686,-12.312792,-5.418616,M
38785.jpg,-51.32831,-9.693981,2.95324,M
63063.jpg,-14.254181,1.9809532,-4.0775995,F
40770.jpg,-26.847471,-14.364988,-6.5002193,M
67337.jpg,32.88569,-14.739965,-8.992752,M
26194.jpg,4.581152,-4.297241,-2.63475,M
18359.jpg,-20.586662,-18.254786,7.392625,F
7139.jpg,-41.809742,-6.686366,-13.161276,M
84563.jpg,-44.18257,-6.704442,-1.6227479,F
102578.jpg,31.43143,2.712394,5.4423003,M
14884.jpg,15.836084,-18.023798,-11.256054,M
90248.jpg,19.076065,-5.172856,17.304827,F
25094.jpg,24.365345,-16.066566,8.148011,M
31777.jpg,-11.164447,-5.153882,-2.46763,F
48553.jpg,-38.47752,-12.760924,26.633055,F
66210.jpg,-10.00696,-29.948196,11.402984,F
101379.jpg,-20.782333,-30.576733,6.320261,M
50996.jpg,38.777596,-2.09197,-5.351031,M
674.jpg,-37.373474,-10.475138,6.028363,F
66816.jpg,-25.78311,-16.054737,4.7317977,M
4705.jpg,72.9317,6.4874964,-8.325656,M
87097.jpg,-1.2895489,-10.425875,0.9529237,M
74776.jpg,24.401033,-6.6783113,-1.0735941,M
7375.jpg,-2.3734424,-11.270614,-7.0590773,M
4194.jpg,-17.94717,-12.265007,6.100443,M
68527.jpg,10.182367,-11.355292,2.1022487,F
26385.jpg,11.411512,-9.730009,-12.024027,M
17491.jpg,37.656517,-9.779438,11.323789,M
19861.jpg,-22.437464,-7.3745627,-0.10491133,M
37381.jpg,20.965988,-3.7116222,-1.180413,M
6951.jpg,35.756474,-9.280162,10.874315,M
74700.jpg,-5.0973816,-6.446439,5.7439604,M
49557.jpg,-24.623417,-11.3317795,-0.26141,M
96341.jpg,11.40493,-13.017624,-3.1902745,M
40310.jpg,27.235413,-12.378279,10.544563,M
97889.jpg,26.512672,-14.843866,4.4094133,M
87885.jpg,-7.899266,-19.580631,8.748995,M
62749.jpg,18.054209,3.9421232,7.302946,F
86295.jpg,-24.33952,14.503116,-15.421479,F
76393.jpg,19.19392,-14.351857,2.7535546,M
23736.jpg,-3.3740559,-18.996422,8.226059,M
33960.jpg,24.953747,2.9675703,-3.9226732,M
71719.jpg,12.581917,-11.735164,-4.7832108,M
96347.jpg,-3.3669481,-17.54119,0.6703616,M
68643.jpg,16.62569,-1.827007,6.921537,F
2438.jpg,15.908153,-10.351685,4.870614,F
87829.jpg,-42.630947,-9.478471,-0.96600235,M
53691.jpg,-31.481064,-32.465004,22.730303,M
55124.jpg,76.12213,-6.02617,-1.9735363,M
11706.jpg,-13.571955,-4.5854206,-13.073421,M
5688.jpg,-36.50269,-5.1140833,2.2710595,M
65411.jpg,-32.83723,-5.1291256,-9.084387,F
35525.jpg,-21.000679,-11.280781,-4.7396374,M
48615.jpg,25.418327,-7.072727,-0.77335966,M
80272.jpg,24.688963,-4.390655,-4.285912,M
40492.jpg,26.104282,-1.1268275,1.5441203,M
92185.jpg,-16.953487,-7.5166655,-9.012667,F
15324.jpg,8.831209,-10.613151,-1.806519,M
5555.jpg,2.2009268,-11.17448,5.083902,M
76292.jpg,20.19528,0.67306805,-1.5352098,M
35182.jpg,33.54297,-24.059761,2.3189516,M
51736.jpg,43.557976,4.814654,0.7218803,M
67266.jpg,43.106976,-2.6686463,-2.547031,M
73873.jpg,24.89365,-12.705116,-11.526718,F
77249.jpg,-8.791212,-5.971011,3.4605575,M
70585.jpg,0.74419713,-9.083034,6.6412067,F
46698.jpg,-24.47931,-6.1961613,4.0750837,F
60789.jpg,-33.64794,-9.129532,23.530499,M
8513.jpg,32.923393,-6.2013845,-1.5922424,F
34869.jpg,1.8187165,-5.5148015,3.6647348,M
78983.jpg,55.617027,-8.687329,-0.1924108,M
5383.jpg,5.288369,-2.7416773,9.40707,M
58382.jpg,-57.808594,-6.1472554,-4.1076202,F
39153.jpg,0.22771215,-12.073635,-3.891417,M
79204.jpg,-26.520016,-4.279818,9.32451,M
90411.jpg,9.646149,-2.0592136,-8.446989,M
34033.jpg,33.49477,-11.474332,-13.760252,M
14237.jpg,18.747177,-12.986839,3.7742686,F
15721.jpg,70.03126,5.53237,-6.866481,M
78188.jpg,-22.005127,-17.645035,16.686419,F
6936.jpg,-28.611507,-6.880455,6.665084,M
45705.jpg,-5.8731604,-9.351727,5.1374426,M
98626.jpg,18.604746,-10.206223,12.570351,M
2828.jpg,12.717032,-23.10727,5.212508,F
21124.jpg,32.240116,-10.631142,-7.105307,M
102529.jpg,-21.96694,1.4043069,-3.063788,M
93413.jpg,12.518488,-12.965355,-4.431607,F
52592.jpg,-31.45565,-10.4654255,-2.6093535,F
46909.jpg,-26.484222,-14.227165,2.4291546,M
78282.jpg,20.479855,-8.845079,10.476872,F
60810.jpg,18.050652,-10.807095,5.239605,M
87480.jpg,-10.714874,-8.198319,-4.2931633,M
79822.jpg,11.468545,-19.441467,4.546583,M
73056.jpg,-23.774876,-6.8693485,-8.489496,F
65148.jpg,12.073229,-6.414798,3.9399736,M
83027.jpg,-2.4459014,-1.4996512,2.306518,M
78403.jpg,6.2602854,-9.636697,3.3421774,F
63459.jpg,-25.842274,-10.799587,1.4833324,F
98838.jpg,15.714164,-11.569232,-0.49712175,M
72484.jpg,-15.283971,-10.140236,-1.3396883,F
20275.jpg,16.823952,-15.247793,-5.084681,M
91334.jpg,-25.64854,-8.971832,0.7675469,M
22908.jpg,27.538183,0.87138313,-0.7148645,F
61469.jpg,-33.455906,-4.7263966,1.1866256,F
67103.jpg,-26.416412,-3.6430752,-5.447999,M
77089.jpg,-40.490444,-7.3120136,-1.5803204,M
5859.jpg,-68.73128,11.063185,-2.7006898,M
81090.jpg,32.258827,-5.929781,-6.247999,M
79786.jpg,28.77708,-3.212868,-2.7583,M
49463.jpg,50.354095,-6.7521725,6.385962,F
85360.jpg,31.844252,0.39804202,-14.373203,M
36176.jpg,3.7251744,-11.75297,-0.35531163,F
83755.jpg,19.503595,-7.0142436,0.6792932,M
41350.jpg,19.790586,-0.9430752,3.1490755,F
19493.jpg,19.186026,1.6521752,-7.97151,M
11764.jpg,23.843527,-9.947271,16.33094,F
96712.jpg,25.437525,-10.135911,-1.2103883,M
80402.jpg,9.793981,-21.54438,-5.875092,M
68894.jpg,19.208534,-8.585063,-5.110651,M
23987.jpg,-2.9754827,-16.939034,-4.253315,F
12094.jpg,37.543877,-5.7931876,-0.66910076,M
74120.jpg,-12.73019,-11.389977,5.987469,M
93286.jpg,-29.361767,-21.267017,-1.0611199,M
27164.jpg,-28.384396,-15.531897,5.309144,M
43592.jpg,-42.706512,-3.5087512,-0.7936704,M
79121.jpg,24.429277,-6.464515,-3.3671293,M
21130.jpg,-24.791142,-5.4410863,-1.3116167,F
14778.jpg,25.489231,-9.709263,2.4290214,M
91538.jpg,21.837006,-5.749633,11.30302,M
44230.jpg,12.414576,-14.551433,4.703363,M
39375.jpg,12.593288,-17.997765,-11.018124,M
61581.jpg,8.479769,-9.109689,-15.597405,M
7214.jpg,19.212418,-4.0029435,-3.494637,M
62673.jpg,9.004395,-9.709209,-16.846016,F
24349.jpg,-8.083304,3.470232,-1.2414317,F
86501.jpg,1.0119672,-12.153114,3.8555794,M
49479.jpg,18.22205,-8.669783,6.861557,M
4821.jpg,9.5560255,-10.462039,5.414336,M
4759.jpg,15.137899,-19.620201,2.1997306,M
43454.jpg,23.899576,-4.0098133,11.408361,F
44671.jpg,22.308172,-8.376443,2.536993,M
64571.jpg,59.02484,-11.386885,8.247479,M
54207.jpg,-59.044586,3.7136006,8.36234,M
9241.jpg,14.247222,-14.801979,-6.166647,M
91338.jpg,11.769407,5.017187,-3.7311187,M
1691.jpg,-16.799292,-12.850482,0.1176281,M
84309.jpg,-41.6777,-5.1102858,-2.9165483,M
3399.jpg,-21.294237,-15.0816555,3.756939,F
35951.jpg,9.101456,-6.8323216,-1.0343537,M
49718.jpg,33.398678,-10.870645,1.725345,M
58674.jpg,13.684166,-7.887718,2.247641,F
39645.jpg,25.15691,-9.039026,0.2101345,M
99402.jpg,27.87281,-7.311968,-4.117037,M
3474.jpg,-28.098116,-16.214615,-0.8360888,M
28685.jpg,-8.005988,-10.155811,-3.692411,M
99438.jpg,-25.797426,-11.934198,15.476699,M
30335.jpg,-11.204286,-11.959446,0.02908206,M
82481.jpg,-5.5099993,-13.780367,2.6074862,F
42833.jpg,28.68106,-12.7036085,-12.964462,M
15979.jpg,-13.682073,-7.74381,12.963976,M
2255.jpg,33.591217,-9.267373,-7.8052177,M
55931.jpg,17.655064,-7.116601,13.31842,F
68674.jpg,9.255316,-8.506989,3.6686854,M
83507.jpg,-7.9705706,-8.056497,-1.9314455,M
46599.jpg,15.007521,-11.355951,16.801455,F
74047.jpg,6.8185477,-15.120159,1.8990619,M
1514.jpg,-28.548206,-6.772693,-4.1173615,M
94940.jpg,37.432823,-1.2307078,3.8074207,M
71047.jpg,-1.746108,-14.565834,0.9076489,M
98661.jpg,-3.769611,-7.558101,-5.077491,M
81893.jpg,4.787689,-3.343801,-4.336899,M
5364.jpg,35.837162,-11.758157,-0.9276874,M
49193.jpg,31.9372,-20.604488,1.2982079,M
101584.jpg,24.955608,-10.887699,8.798047,M
77295.jpg,32.400173,-10.244442,2.5436823,M
16454.jpg,57.65126,-12.697254,-26.88633,M
19261.jpg,-19.174744,-27.624731,-3.493619,M
77402.jpg,-31.37569,-9.323172,13.752484,M
80271.jpg,73.84102,-6.1379185,0.6790067,M
41924.jpg,-60.774296,12.570322,12.395514,M
88078.jpg,-35.422424,-8.472894,0.47171354,M
60755.jpg,15.333891,-7.7791944,17.91914,F
42960.jpg,15.772142,-10.21318,1.3639975,M
36953.jpg,1.2543732,-16.992443,-4.690977,M
30129.jpg,18.779219,-9.223105,17.221857,M
15805.jpg,21.566769,-18.070988,6.25337,M
53854.jpg,0.16519189,-13.523677,2.7776732,F
33473.jpg,16.294708,-15.85831,20.446566,M
95929.jpg,15.320786,-23.243021,-3.3338976,M
46803.jpg,-40.124943,-10.380264,-1.02081,M
44677.jpg,-47.90368,-3.2218425,9.690645,M
44881.jpg,23.793232,-20.892994,6.2810707,F
53540.jpg,33.704628,-21.884842,-5.4044237,M
95388.jpg,-13.893537,-15.577648,11.512785,F
6330.jpg,19.426136,-4.4579325,16.299759,M
3264.jpg,19.557144,-19.173489,1.4037309,M
53687.jpg,-4.2081027,-10.818435,-3.2661345,F
65931.jpg,21.846401,-10.644059,-1.3457087,M
97634.jpg,-32.558926,-15.484384,1.99844,M
63509.jpg,-30.959427,-6.383312,-9.0724125,F
1798.jpg,-19.706623,-4.2749615,2.872544,F
9050.jpg,21.561874,-15.243717,0.26614305,M
29512.jpg,18.199825,-13.641956,-4.398736,F
57508.jpg,8.290412,-18.306162,-7.532191,F
88989.jpg,26.774334,-12.186512,5.0079594,M
3209.jpg,14.87889,-12.834587,-1.0813682,M
37165.jpg,-7.3028436,-6.8490705,5.336104,M
94647.jpg,-19.460007,-26.493923,17.163223,M
90131.jpg,-24.281832,-3.2198699,4.426979,M
12967.jpg,-38.01761,1.0596855,-6.6697993,M
3875.jpg,24.420856,-10.456424,-1.5027928,M
32505.jpg,1.6088927,-11.495499,-6.7617917,F
59008.jpg,-34.111164,-6.182276,5.182163,M
39668.jpg,-22.15068,-8.714554,-5.174008,M
46008.jpg,54.207798,3.983725,7.2107325,M
76954.jpg,5.837089,-5.9742146,-6.105301,M
78992.jpg,-31.074232,-5.926662,6.1916003,M
35595.jpg,6.2043657,-12.950295,-6.5092564,F
57867.jpg,10.312385,-10.499845,0.35338402,F
9185.jpg,14.082736,-12.302914,2.1630015,M
9261.jpg,12.744323,-14.382111,3.0179124,M
39178.jpg,-20.896616,-16.524673,16.775436,M
63427.jpg,-16.55952,-19.660782,-1.8324826,M
45297.jpg,-20.647957,-5.8015003,11.90746,M
12994.jpg,6.171765,-14.242632,-2.4206498,F
50204.jpg,17.795885,-11.397255,-7.364787,M
49881.jpg,10.774327,-17.940819,0.32588005,F
61844.jpg,-12.442557,-3.4259534,0.7217878,M
9216.jpg,-3.4157813,-9.38447,8.676743,F
85799.jpg,-26.383595,1.2798659,-4.188477,M
99724.jpg,-40.51189,-5.626471,2.1965737,M
16836.jpg,-57.27927,-5.6955814,-3.959875,M
94412.jpg,-19.13608,2.3199024,-2.9618301,M
32910.jpg,14.557408,-3.5129638,2.1878414,M
27197.jpg,15.871534,-13.198389,0.5684016,M
96107.jpg,-0.9194459,12.563763,3.7188644,M
35699.jpg,24.675835,-13.530098,-9.974223,M
74322.jpg,-11.261931,-17.090239,11.154543,M
98631.jpg,-26.47833,-12.947691,11.161585,M
4675.jpg,-19.544918,-4.899851,-3.8793726,M
66893.jpg,1.4539089,2.2890174,-5.980359,M
72249.jpg,24.154005,-4.038678,-2.0549953,M
37023.jpg,12.578947,-13.75112,-3.8605685,M
21318.jpg,29.414469,-7.796914,2.245667,F
33871.jpg,-13.786665,-26.985577,-0.23174667,M
13347.jpg,6.6389856,-6.8209453,-1.4665604,M
92145.jpg,-48.663944,-6.1200376,-5.5075274,M
33260.jpg,-58.93341,8.178299,-11.860708,F
72201.jpg,36.571358,-22.906084,-7.1630416,F
33141.jpg,17.92455,-10.615215,-11.47103,F
37625.jpg,5.927322,-10.2683115,4.4315624,F
98203.jpg,19.020357,-3.9835508,17.624527,M
40209.jpg,16.847357,-11.301573,6.1516504,M
11226.jpg,2.274691,-12.534576,10.610529,F
79250.jpg,-40.00425,-18.626757,2.6618853,F
37611.jpg,-26.251362,-12.648872,4.156491,F
73351.jpg,-5.8832684,-6.3600016,-2.2910492,F
37538.jpg,42.63463,-18.256956,-16.89459,F
77610.jpg,26.106962,-6.33502,-5.066348,M
53624.jpg,-3.2289324,-10.957698,4.92684,M
29931.jpg,-18.21379,-10.148582,-1.407183,F
47190.jpg,-1.0732994,-12.033832,-3.5219197,F
8242.jpg,21.168947,-6.364359,-0.62966037,F
84995.jpg,-26.413895,-17.27592,3.8965921,F
954.jpg,15.603274,-3.218377,7.362404,M
15390.jpg,9.179164,-13.431938,5.217325,M
65423.jpg,10.219167,1.2868354,3.585427,M
99247.jpg,-14.108994,-14.067117,5.8303723,M
56323.jpg,-79.39741,-15.325707,5.2517605,M
85528.jpg,-8.060533,-10.478344,0.73351324,M
72712.jpg,-25.228865,-10.65767,6.2138267,M
85659.jpg,-21.158813,-19.12918,-3.1337802,M
59084.jpg,-40.51455,4.245561,-7.9341006,M
74820.jpg,19.848291,-9.9487,-2.575359,F
85973.jpg,-21.715973,-7.931988,3.0451183,M
21973.jpg,-21.458809,-5.6271,-10.485355,M
37748.jpg,0.89403343,-9.603872,1.5535424,M
16820.jpg,-33.89303,-13.809433,0.18862282,M
99518.jpg,-10.295032,-11.373034,3.3976166,F
